_EST_NORM,n,codigos,ejemplos
COLEGIO MIXTO RUBEN DARIO,3,"['01-15-0614-46', '01-15-0691-46', '01-15-7911-46']",['COLEGIO MIXTO RUBEN DARIO']
LICEO INTEGRAL NUEVA GENERACION LING,3,"['17-03-0098-46', '17-03-0099-46', '17-08-0101-46']",['LICEO INTEGRAL NUEVA GENERACION LING']
LICEO GUATEMALTECO,3,"['01-14-0081-46', '01-14-0084-46', '01-14-8918-46']",['LICEO GUATEMALTECO']
LICEO GIORDANO BRUNO,3,"['00-01-9718-46', '00-01-9719-46', '00-01-9725-46']",['LICEO GIORDANO BRUNO']
COLEGIO EVANGELICO MIXTO EL CALVARIO,3,"['00-08-0009-46', '00-08-0011-46', '00-08-4452-46']",['COLEGIO EVANGELICO MIXTO EL CALVARIO']
INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ XALAPAN,3,"['21-01-0330-46', '21-01-0413-46', '21-01-0791-46']",['INSTITUTO PARTICULAR MIXTO DE BACHILLERATO POR MADUREZ XALAPAN']
INSTITUTO PARTICULAR MIXTO APLICADO EN COMPUTACION ANDRES FILIPPI,3,"['01-02-6938-46', '01-02-6941-46', '01-02-7508-46']",['INSTITUTO PARTICULAR MIXTO APLICADO EN COMPUTACION ANDRES FILIPPI']
CENTRO PRIVADO DE ESTUDIOS SUPERACION,3,"['12-15-0061-46', '12-15-0190-46', '12-15-5094-46']",['CENTRO PRIVADO DE ESTUDIOS SUPERACION']
INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL INDEFORP II,3,"['22-11-0086-46', '22-11-0087-46', '22-11-0096-46']",['INSTITUTO PARTICULAR FORMACION Y DESARROLLO PROFESIONAL INDEFORP II']
INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO,3,"['18-01-0242-46', '18-01-0243-46', '18-01-0440-46']",['INSTITUTO PARTICULAR MIXTO JOSE MARIA BONILLA RUANO']
INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA,3,"['18-01-0182-46', '18-01-0185-46', '18-01-0447-46']",['INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA']
INSTITUTO PARTICULAR MIXTO DEMOCRACENSE,3,"['13-12-0081-46', '13-12-0134-46', '13-12-5947-46']",['INSTITUTO PARTICULAR MIXTO DEMOCRACENSE']
CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,3,"['00-01-9814-46', '00-01-9816-46', '00-01-9817-46']",['CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW']
CENTRO DE ESTUDIOS POR MADUREZ CEEM,3,"['12-15-0093-46', '12-15-0194-46', '12-15-3447-46']",['CENTRO DE ESTUDIOS POR MADUREZ CEEM']
CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,3,"['00-01-0434-46', '00-01-0435-46', '00-01-0515-46']",['CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES']
COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,3,"['13-01-0159-46', '13-01-0162-46', '13-01-0163-46']",['COLEGIO EVANGELICO MIXTO CHIMUSINIQUE']
COLEGIO MIXTO PRIVADO SAN LUIS,3,"['17-09-0011-46', '17-09-0327-46', '17-09-2452-46']",['COLEGIO MIXTO PRIVADO SAN LUIS']
COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN,3,"['16-13-1616-46', '16-17-0071-46', '16-17-0081-46']",['COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN']
COLEGIO MIXTO PRIVADO ASDECHI,3,"['16-13-0263-46', '16-13-0264-46', '16-13-0270-46']",['COLEGIO MIXTO PRIVADO ASDECHI']
COLEGIO MIXTO PRE UNIVERSITARIO GALILEO GALILEI,3,"['03-01-0090-46', '03-01-0151-46', '03-01-0152-46']",['COLEGIO MIXTO PRE UNIVERSITARIO GALILEO GALILEI']
COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR,3,"['05-09-0066-46', '05-09-0067-46', '05-09-0076-46']",['COLEGIO MIXTO PARTICULAR LICEO GUATEMALA DEL SUR']
LICEO MONTEGAL,3,"['01-16-0110-46', '01-16-0114-46', '01-16-0116-46']",['LICEO MONTEGAL']
LICEO MODERNO LATINO,3,"['14-01-0091-46', '16-01-0155-46']",['LICEO MODERNO LATINO']
INSTITUTO PRIVADO MIXTO VESPERTINO PROF JOSE OTILIO FLORES CARBAJAL,3,"['17-10-0262-46', '17-10-0361-46', '17-10-0367-46']",['INSTITUTO PRIVADO MIXTO VESPERTINO PROF JOSE OTILIO FLORES CARBAJAL']
INSTITUTO PRIVADO MIXTO SAN JUAN,3,"['00-07-0230-46', '00-07-9200-46', '00-07-9402-46']",['INSTITUTO PRIVADO MIXTO SAN JUAN']
LICEO IPALTECO EN COMPUTACION,3,"['20-11-0049-46', '20-11-0050-46', '20-11-0051-46']",['LICEO IPALTECO EN COMPUTACION']
LICEO IPALTECO,3,"['20-11-0040-46', '20-11-0041-46', '20-11-2373-46']",['LICEO IPALTECO']
CENTRO EDUCATIVO ADVENIAT VENGA A NOSOTROS,3,"['01-08-8740-46', '01-08-8741-46', '01-08-8742-46']",['CENTRO EDUCATIVO ADVENIAT VENGA A NOSOTROS']
COLEGIO MIXTO NUEVA VIDA,3,"['01-17-7393-46', '01-17-7394-46', '01-17-7396-46']",['COLEGIO MIXTO NUEVA VIDA']
COLEGIO MIXTO NUESTRA PATRIA,3,"['01-15-0107-46', '01-15-2072-46', '01-15-9555-46']",['COLEGIO MIXTO NUESTRA PATRIA']
COLEGIO EVANGELICO SALEM,3,"['12-11-0030-46', '12-11-0031-46', '12-11-0041-46']",['COLEGIO EVANGELICO SALEM']
COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION,3,"['10-19-0010-46', '10-19-0014-46', '10-19-0018-46']",['COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION']
COLEGIO EVANGELICO PRIVADO MIXTO CASTILLO FUERTE,3,"['13-12-0116-46', '13-12-0125-46', '13-12-0129-46']",['COLEGIO EVANGELICO PRIVADO MIXTO CASTILLO FUERTE']
COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS EL SHADDAI,3,"['13-01-0415-46', '13-01-7111-46', '13-01-7133-46']",['COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS EL SHADDAI']
COLEGIO MIXTO NICTE,3,"['01-17-0006-46', '01-17-0131-46', '01-17-0136-46']",['COLEGIO MIXTO NICTE']
COLEGIO MIXTO MONTE EVEREST II,3,"['01-09-0023-46', '01-10-0094-46', '01-10-0095-46']",['COLEGIO MIXTO MONTE EVEREST II']
COLEGIO MIXTO MESOAMERICANO,3,"['16-07-0181-46', '16-07-0209-46', '16-16-0130-46']",['COLEGIO MIXTO MESOAMERICANO']
LICEO TECNOLOGICO BILINGUE,3,"['00-01-8173-46', '07-19-0035-46', '07-19-0036-46']",['LICEO TECNOLOGICO BILINGUE']
LICEO TECNOLOGICO BENEK,3,"['01-15-0807-46', '01-15-0808-46', '01-15-0809-46']",['LICEO TECNOLOGICO BENEK']
INSTITUTO PARTICULAR MIXTO MODERNO JALAPANECO,3,"['21-01-0107-46', '21-01-0293-46', '21-01-1420-46']",['INSTITUTO PARTICULAR MIXTO MODERNO JALAPANECO']
INSTITUTO PARTICULAR MIXTO LICEO GENESIS,3,"['21-01-0302-46', '21-01-0303-46', '21-01-0401-46']",['INSTITUTO PARTICULAR MIXTO LICEO GENESIS']
CENTRO ESTUDIANTIL FENIX CEF,3,"['00-06-0098-46', '00-06-7241-46', '01-17-6534-46']",['CENTRO ESTUDIANTIL FENIX CEF']
CENTRO ESTUDIANTIL DE ENSENANZA MEDIA,3,"['00-05-2955-46', '00-05-3067-46', '00-05-4564-46']",['CENTRO ESTUDIANTIL DE ENSENANZA MEDIA']
CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,3,"['01-06-9582-46', '01-06-9583-46', '01-06-9691-46']",['CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ']
CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS CEFA,3,"['00-11-0016-46', '00-11-0017-46', '00-11-0082-46']",['CENTRO ESPECIALIZADO DE FORMACION PARA ADULTOS CEFA']
INSTITUTO PARTICULAR MIXTO NUESTRA SENORA DE LA ASUNCION,3,"['22-05-1610-46', '22-05-2262-46', '22-05-2287-46']",['INSTITUTO PARTICULAR MIXTO NUESTRA SENORA DE LA ASUNCION']
CENTRO EDUCATIVO PRIVADO SABIDURIA CEPSA,3,"['07-13-0042-46', '07-13-0047-46', '07-13-0048-46']",['CENTRO EDUCATIVO PRIVADO SABIDURIA CEPSA']
CENTRO EDUCATIVO PRIVADO MONTE AZUL,3,"['01-17-0319-46', '01-17-0320-46', '01-17-0374-46']",['CENTRO EDUCATIVO PRIVADO MONTE AZUL']
INSTITUTO PRIVADO MIXTO LA REINITA,3,"['17-10-0346-46', '17-10-0347-46', '17-10-0369-46']",['INSTITUTO PRIVADO MIXTO LA REINITA']
INSTITUTO PRIVADO MIXTO JACQUES COUSTEAU,3,"['09-01-3672-46', '09-01-3673-46', '09-01-3998-46']",['INSTITUTO PRIVADO MIXTO JACQUES COUSTEAU']
CENTRO EDUCATIVO SAN JUAN PABLO CEJUPA,3,"['04-03-0209-46', '04-03-0215-46', '04-03-0232-46']",['CENTRO EDUCATIVO SAN JUAN PABLO CEJUPA']
CENTRO DE EDUCACION DE ADULTOS BUGANVILIA,3,"['05-03-0001-46', '05-03-0019-46', '05-03-0041-46']",['CENTRO DE EDUCACION DE ADULTOS BUGANVILIA']
LICEO TECNICO VOCACIONAL MAYA,3,"['18-01-0379-46', '18-01-2828-46', '18-01-2829-46']",['LICEO TECNICO VOCACIONAL MAYA']
LICEO TECNICO SAN JUAN,3,"['00-19-0103-46', '00-19-0107-46', '00-19-0108-46']",['LICEO TECNICO SAN JUAN']
LICEO JUAN PABLO II,3,"['22-04-0035-46', '22-04-0038-46', '22-04-0047-46']",['LICEO JUAN PABLO II']
LICEO JIREH,3,"['00-01-2895-46', '00-01-8163-46', '00-01-8165-46']",['LICEO JIREH']
LICEO ISRAELI,3,"['20-01-0129-46', '20-01-0213-46', '20-01-0216-46']",['LICEO ISRAELI']
INSTITUTO POR COOPERATIVA DE DIVERSIFICADO,3,"['06-04-0046-46', '06-08-0061-46', '06-14-1451-46']",['INSTITUTO POR COOPERATIVA DE DIVERSIFICADO']
INSTITUTO PEDAGOGICO DE EDUCACION MEDIA SAN JOSE IPEMSA,3,"['22-16-0007-46', '22-16-0015-46', '22-16-0023-46']",['INSTITUTO PEDAGOGICO DE EDUCACION MEDIA SAN JOSE IPEMSA']
INSTITUTO PARTICULAR MIXTO TECUN UMAN,3,"['12-17-0019-46', '12-17-0030-46', '12-17-1150-46']",['INSTITUTO PARTICULAR MIXTO TECUN UMAN']
INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,3,"['04-06-0340-46', '04-06-0636-46', '04-06-2678-46']",['INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA']
COLEGIO MIXTO LICEO ORIZABA,3,"['12-19-0100-46', '12-19-0101-46', '12-19-0125-46']",['COLEGIO MIXTO LICEO ORIZABA']
COLEGIO MIXTO LA PUPILA DEL CIELO,3,"['16-03-0095-46', '16-03-0262-46', '16-03-0263-46']",['COLEGIO MIXTO LA PUPILA DEL CIELO']
COLEGIO MIXTO JESUS DEL CONSUELO,3,"['00-03-0007-46', '00-03-0021-46', '00-03-0022-46']",['COLEGIO MIXTO JESUS DEL CONSUELO']
COLEGIO MIXTO INTEGRAL SANTIAGO,3,"['03-01-0172-46', '03-01-0860-46', '03-01-1394-46']",['COLEGIO MIXTO INTEGRAL SANTIAGO']
COLEGIO MIXTO INFANTE DEL MILAGRO,3,"['01-08-0614-46', '01-08-0846-46', '01-08-6525-46']",['COLEGIO MIXTO INFANTE DEL MILAGRO']
COLEGIO GUATEMALTECO DE INFORMATICA,3,"['00-07-0038-46', '00-07-9341-46', '00-07-9342-46']",['COLEGIO GUATEMALTECO DE INFORMATICA']
COLEGIO GUATEMALTECO BILINGUE,3,"['00-16-0006-46', '00-16-7519-46', '00-17-0004-46']",['COLEGIO GUATEMALTECO BILINGUE']
COLEGIO GABRIEL G R,3,"['04-01-0264-46', '04-01-0266-46', '04-01-0349-46']",['COLEGIO GABRIEL G R']
COLEGIO MIXTO FORJADOR DE JUVENTUDES,3,"['01-08-0537-46', '01-08-7876-46', '01-08-7878-46']",['COLEGIO MIXTO FORJADOR DE JUVENTUDES']
COLEGIO MIXTO EVANGELICO JERUSALEM,3,"['09-20-0820-46', '09-20-1000-46', '09-20-3694-46']",['COLEGIO MIXTO EVANGELICO JERUSALEM']
COLEGIO MIXTO EVANGELICO GILGAL,3,"['00-18-0179-46', '00-18-0222-46', '00-18-8649-46']",['COLEGIO MIXTO EVANGELICO GILGAL']
INSTITUTO PARTICULAR MIXTO TECNOLOGICO,3,"['10-09-0020-46', '10-09-0021-46', '10-09-0023-46']",['INSTITUTO PARTICULAR MIXTO TECNOLOGICO']
COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,3,"['20-01-0198-46', '20-01-0235-46', '20-01-0313-46']",['COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO']
COLEGIO HISPANO GUATEMALTECO FINDE,3,"['01-08-0396-46', '01-08-0431-46', '01-08-0873-46']",['COLEGIO HISPANO GUATEMALTECO FINDE']
COLEGIO HISPANO AMERICANO HACIENDA VERDE,3,"['05-01-0342-46', '05-01-0397-46', '05-01-0453-46']",['COLEGIO HISPANO AMERICANO HACIENDA VERDE']
COLEGIO HIGHLAND QUETZALTENANGO,3,"['09-23-0024-46', '09-23-0025-46', '09-23-0036-46']",['COLEGIO HIGHLAND QUETZALTENANGO']
COLEGIO MIXTO EL FARO,3,"['09-01-0462-46', '09-01-0463-46', '09-01-0501-46']",['COLEGIO MIXTO EL FARO']
COLEGIO MIXTO DE EDUCACION MEDIA CMEM EL INNOVADOR,3,"['17-05-0257-46', '17-05-0301-46', '17-05-0342-46']",['COLEGIO MIXTO DE EDUCACION MEDIA CMEM EL INNOVADOR']
COLEGIO INTEGRADO DE COMPUTACION LA ASUNCION,3,"['00-01-8981-46', '00-01-8983-46', '00-16-8858-46']",['COLEGIO INTEGRADO DE COMPUTACION LA ASUNCION']
INSTITUTO PRIVADO LICEO INTERAMERICANO,3,"['21-01-0325-46', '21-01-0379-46', '21-01-0404-46']",['INSTITUTO PRIVADO LICEO INTERAMERICANO']
INSTITUTO PRIVADO LA SALLE,3,"['07-03-0006-46', '07-03-0010-46', '07-03-0558-46']",['INSTITUTO PRIVADO LA SALLE']
INSTITUTO PRIVADO DIVERSIFICADO MIXTO JOLOM KONOB,3,"['13-17-0059-46', '13-17-0073-46', '13-17-5759-46']",['INSTITUTO PRIVADO DIVERSIFICADO MIXTO JOLOM KONOB']
CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,3,"['01-15-0506-46', '01-15-0618-46', '01-15-0697-46']",['CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO']
CENTRO EDUCATIVO TRILINGUE NUEVO AMANECER,3,"['04-14-0020-46', '04-14-0022-46', '04-14-0039-46']",['CENTRO EDUCATIVO TRILINGUE NUEVO AMANECER']
INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA,3,"['21-05-0027-46', '21-05-0037-46', '21-05-0054-46']",['INSTITUTO PRIVADO DE EDUCACION MIXTA CIENCIA Y TECNOLOGIA']
INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES,3,"['18-01-0279-46', '18-02-0288-46', '18-02-3077-46']",['INSTITUTO PRIVADO DE EDUCACION BASICA Y DIVERSIFICADA BUENOS AIRES']
INSTITUTO PRE UNIVERSITARIO FRANCISCANO,3,"['10-03-2495-46', '10-03-2496-46', '10-03-2498-46']",['INSTITUTO PRE UNIVERSITARIO FRANCISCANO']
INSTITUTO PRACTICO DE EDUCACION MEDIA,3,"['04-11-0995-46', '04-12-2091-46', '04-12-2175-46']",['INSTITUTO PRACTICO DE EDUCACION MEDIA']
INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO PREUNIVERSITARIO DE COMPUTACION,3,"['00-01-2473-46', '00-01-3087-46', '00-01-4414-46']",['INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO PREUNIVERSITARIO DE COMPUTACION']
INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,3,"['01-15-2404-46', '01-15-2406-46', '01-15-2791-46']",['INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO']
INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,3,"['12-17-4558-46', '12-26-4308-46', '17-12-3469-46']",['INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ']
INSTITUTO PRIVADO MIXTO DE CIENCIAS APRENDIZAJE Y TECNOLOGIA ICAT,3,"['09-20-0074-46', '09-20-0101-46', '09-20-0148-46']",['INSTITUTO PRIVADO MIXTO DE CIENCIAS APRENDIZAJE Y TECNOLOGIA ICAT']
CENTRO EDUCATIVO TECNOLOGICO EL NAZARENO,3,"['15-02-0100-46', '15-02-0121-46', '15-02-0122-46']",['CENTRO EDUCATIVO TECNOLOGICO EL NAZARENO']
CENTRO EDUCATIVO TECNOLOGICO BLESSING,3,"['03-08-0064-46', '03-08-0066-46', '03-08-0067-46']",['CENTRO EDUCATIVO TECNOLOGICO BLESSING']
CENTRO EDUCATIVO TECNICO LABORAL KINAL,3,"['00-07-0036-46', '00-07-2972-46', '00-07-9257-46']",['CENTRO EDUCATIVO TECNICO LABORAL KINAL']
INSTITUTO PRIVADO MIXTO CRISTO REY,3,"['18-04-0422-46', '18-04-0423-46', '18-04-0492-46']",['INSTITUTO PRIVADO MIXTO CRISTO REY']
COLEGIO IMB PC NO 8,3,"['01-14-0201-46', '01-14-0202-46', '01-14-0203-46']",['COLEGIO IMB PC NO 8']
COLEGIO MIXTO CENTROAMERICANO EL MAESTRO AMIGO,3,"['00-07-0030-46', '00-07-0653-46', '00-07-3086-46']",['COLEGIO MIXTO CENTROAMERICANO EL MAESTRO AMIGO']
COLEGIO MIXTO BILINGUE SENDERO DE LUZ,3,"['00-21-8181-46', '00-21-8183-46', '00-21-8185-46']",['COLEGIO MIXTO BILINGUE SENDERO DE LUZ']
COLEGIO INTEGRAL DE COMPUTACION EDUCARE,3,"['22-17-0038-46', '22-17-0039-46', '22-17-1839-46']",['COLEGIO INTEGRAL DE COMPUTACION EDUCARE']
COLEGIO INTEGRAL CANALENO DR JUAN JOSE AREVALO BERMEJO,3,"['01-16-0107-46', '01-16-0177-46', '01-16-6794-46']",['COLEGIO INTEGRAL CANALENO DR JUAN JOSE AREVALO BERMEJO']
COLEGIO INTEGRAL BLASE PASCAL,3,"['12-26-0048-46', '12-26-0049-46', '12-26-0050-46']",['COLEGIO INTEGRAL BLASE PASCAL']
COLEGIO MIXTO BILINGUE SAN PABLO,3,"['09-01-0143-46', '09-01-3315-46', '09-01-3818-46']",['COLEGIO MIXTO BILINGUE SAN PABLO']
COLEGIO MIXTO BILINGUE LICENCIADO OSMIN PINEDA MELGAR,3,"['06-08-0066-46', '06-08-0094-46', '06-08-0095-46']",['COLEGIO MIXTO BILINGUE LICENCIADO OSMIN PINEDA MELGAR']
LICEO TECNOLOGICO PROFESIONAL DE PALENCIA,3,"['01-05-0038-46', '01-05-0086-46', '01-05-0116-46']",['LICEO TECNOLOGICO PROFESIONAL DE PALENCIA']
COLEGIO INTERAMERICANO DE INFORMATICA,3,"['00-07-8488-46', '00-07-8492-46', '00-07-8493-46']",['COLEGIO INTERAMERICANO DE INFORMATICA']
COLEGIO IXTANCHE,3,"['17-08-0004-46', '17-08-0098-46', '17-08-0112-46']",['COLEGIO IXTANCHE']
COLEGIO IXMUCANE,3,"['01-08-0441-46', '01-08-0766-46', '01-08-7098-46']",['COLEGIO IXMUCANE']
LICEO TECNOLOGICO GALES NO 2,3,"['01-15-0786-46', '01-15-0787-46', '01-15-0788-46']",['LICEO TECNOLOGICO GALES NO 2']
CENTRO DE COMPUTACION IMB PC,3,"['00-01-2905-46', '00-01-4388-46', '00-01-8455-46']",['CENTRO DE COMPUTACION IMB PC']
CENTRO CULTURAL SAGRADA FAMILIA NO 2,3,"['01-17-0071-46', '01-17-0124-46', '01-17-0289-46']",['CENTRO CULTURAL SAGRADA FAMILIA NO 2']
LICEO TECNOLOGICO DE GUATEMALA ELOHIM,3,"['01-08-0737-46', '01-08-0739-46', '01-08-0889-46']",['LICEO TECNOLOGICO DE GUATEMALA ELOHIM']
LICEO TECNOLOGICO BILINGUE CUAUHTEMALLAN DE SOLOLA,3,"['07-01-0059-46', '07-01-0061-46', '07-01-0124-46']",['LICEO TECNOLOGICO BILINGUE CUAUHTEMALLAN DE SOLOLA']
COLEGIO LICEO MARQUENSE,3,"['01-15-0695-46', '01-15-3090-46', '01-15-6189-46']",['COLEGIO LICEO MARQUENSE']
TECNOLOGICO SPENCER W KIMBALL,3,"['12-07-0165-46', '12-07-0166-46', '12-07-0167-46']",['TECNOLOGICO SPENCER W KIMBALL']
ANEXA A COLEGIO TECNICO EN COMPUTACION,3,"['00-10-2914-46', '00-10-2915-46', '00-10-2916-46']",['ANEXA A COLEGIO TECNICO EN COMPUTACION']
COLEGIO LA PLACE,3,"['01-02-0076-46', '01-02-7829-46', '01-13-0120-46']",['COLEGIO LA PLACE']
COLEGIO LA ASUNCION,3,"['00-10-0764-46', '12-01-0146-46', '12-01-4648-46']",['COLEGIO LA ASUNCION']
COLEGIO ITALIANO DE GUATEMALA,3,"['00-11-0857-46', '00-11-9573-46', '00-11-9633-46']",['COLEGIO ITALIANO DE GUATEMALA']
TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE,3,"['03-08-0044-46', '03-08-1411-46', '03-08-1413-46']",['TECNOLOGICO INDUSTRIAL MIXTO ANDRE AMPERE']
COLEGIO PRIVADO SAN ANDRES,3,"['08-04-0027-46', '10-14-0053-46', '10-14-2550-46']",['COLEGIO PRIVADO SAN ANDRES']
COLEGIO ROSEANDO PEQUENAS ESTRELLAS,3,"['01-17-0256-46', '01-17-0361-46', '01-17-0362-46']",['COLEGIO ROSEANDO PEQUENAS ESTRELLAS']
COLEGIO CRISTIANO DEL VALLE,3,"['08-02-0055-46', '08-02-0056-46', '08-02-0068-46']",['COLEGIO CRISTIANO DEL VALLE']
COLEGIO CRISTIANO CRISTO VIENE YA,3,"['20-08-0004-46', '20-08-0022-46', '20-08-0025-46']",['COLEGIO CRISTIANO CRISTO VIENE YA']
COLEGIO PROFESIONAL DE TURISMO GUATEMALAM,3,"['02-07-0043-46', '02-07-0755-46', '02-07-0762-46']",['COLEGIO PROFESIONAL DE TURISMO GUATEMALAM']
ISEA LA ESCUELA EN SU CASA,3,"['16-01-0690-46', '16-01-0708-46', '16-01-0909-46']",['ISEA LA ESCUELA EN SU CASA']
INSTITUTO TECNOLOGICO SPENCER W KIMBALL,3,"['12-02-0117-46', '12-02-0145-46', '12-02-0147-46']",['INSTITUTO TECNOLOGICO SPENCER W KIMBALL']
INSTITUTO TECNOLOGICO PROESUR,3,"['05-02-0232-46', '05-02-0265-46', '05-02-2557-46']",['INSTITUTO TECNOLOGICO PROESUR']
CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE FSJ,3,"['01-15-0267-46', '01-15-7072-46', '01-15-7077-46']",['CENTRO EDUCATIVO INTEGRAL MIXTO FUENTE DE SAN JOSE FSJ']
COLEGIO SAN MARTIN DE PORRES,3,"['17-08-0070-46', '17-08-0096-46', '17-08-3207-46']",['COLEGIO SAN MARTIN DE PORRES']
CENTRO DE FORMACION ACADEMICA TECNOLOGICA Y OCUPACIONAL JACK MARIE EITING,3,"['16-06-0103-46', '16-06-0104-46', '16-06-0106-46']",['CENTRO DE FORMACION ACADEMICA TECNOLOGICA Y OCUPACIONAL JACK MARIE EITING']
LICEO MIXTO EVEREST,3,"['01-15-8279-46', '01-15-8282-46', '01-15-8283-46']",['LICEO MIXTO EVEREST']
LICEO MIXTO EN COMPUTACION GUATEMALTECO SAN CARLOS,3,"['00-05-7952-46', '00-05-7953-46', '00-05-7955-46']",['LICEO MIXTO EN COMPUTACION GUATEMALTECO SAN CARLOS']
LICEO VILLA HERMOSA,3,"['01-17-0173-46', '01-17-0313-46', '01-17-9741-46']",['LICEO VILLA HERMOSA']
LICEO VICTORIA Y LIBERTAD,3,"['00-01-0683-46', '00-01-9825-46', '00-02-4318-46']",['LICEO VICTORIA Y LIBERTAD']
CENTRO CULTURAL DE LAS AMERICAS NO 3,3,"['00-01-0281-46', '00-01-0343-46', '00-01-6999-46']",['CENTRO CULTURAL DE LAS AMERICAS NO 3']
PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA,2,['14-20-0226-46'],['PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA']
ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA,2,"['13-26-0220-46', '13-26-0221-46']",['ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA']
ACADEMIA DEPORTIVA REGIONAL LIC GABRIEL ALBERTO CORONADO MENDEZ,2,['11-01-1289-46'],['ACADEMIA DEPORTIVA REGIONAL LIC GABRIEL ALBERTO CORONADO MENDEZ']
COLEGIO INTERNACIONAL SEK GUATEMALA,2,"['00-10-9476-46', '01-13-0018-46']",['COLEGIO INTERNACIONAL SEK GUATEMALA']
COLEGIO INTERNACIONAL RACKSSON,2,"['09-01-0309-46', '09-01-0318-46']",['COLEGIO INTERNACIONAL RACKSSON']
TECNOLOGICO JUAN FRANCISCO ALFARO MIJANGOS,2,"['09-01-3665-46', '09-01-3970-46']",['TECNOLOGICO JUAN FRANCISCO ALFARO MIJANGOS']
TECNOLOGICO ALTIPLANO,2,['14-06-0153-46'],['TECNOLOGICO ALTIPLANO']
TECNICO EN MECANICA AUTOMOTRIZ,2,"['00-11-0010-46', '00-11-0035-46']",['TECNICO EN MECANICA AUTOMOTRIZ']
ROYALTY ESCUELA INTERNACIONAL DE VIAJES TURISMO Y COMERCIO,2,"['00-01-6915-46', '00-09-7177-46']",['ROYALTY ESCUELA INTERNACIONAL DE VIAJES TURISMO Y COMERCIO']
PROGRAMA NACIONA DE EDUCACION ALTERNATIVA PRONEA,2,['14-01-0265-46'],['PROGRAMA NACIONA DE EDUCACION ALTERNATIVA PRONEA']
LICEO URRUTIA CEEP CENTRO EDUCATIVO EXPERIMENTAL Y PROFESIONAL,2,"['07-10-2418-46', '07-10-2419-46']",['LICEO URRUTIA CEEP CENTRO EDUCATIVO EXPERIMENTAL Y PROFESIONAL']
LICEO TECNOLOGICO PREUNIVERSITARIO CUNEN,2,['14-10-0103-46'],['LICEO TECNOLOGICO PREUNIVERSITARIO CUNEN']
LICEO TECNOLOGICO MODERNO DE TIQUISATE,2,"['05-06-1794-46', '05-06-1905-46']",['LICEO TECNOLOGICO MODERNO DE TIQUISATE']
LICEO TECNOLOGICO LA PREPARATORIA,2,['14-01-0247-46'],['LICEO TECNOLOGICO LA PREPARATORIA']
LICEO TECNOLOGICO JOSE DE JESUS,2,"['16-15-0130-46', '16-15-1474-46']",['LICEO TECNOLOGICO JOSE DE JESUS']
